ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Type,Sanitation Method,Idle Energy Rate for Low Temp and Dual Sanitizing Machines (kW),Idle Energy Rate for High Temp and Dual Sanitizing Machines (kW),Inseparable Booster Heater,Booster Heater Idle Energy Rate for High Temp and Dual Sanitizing Machines) (kW)   ,Water Consumption (gallons/rack),Water Consumption (gallons/hr),Water Consumption (gallons/sq. ft.),Washing Energy Consumption (kWh/rack) for Low Temp and Dual Sanitizing Machines,Washing Energy Consumption (kWh/rack) for High Temp and Dual Sanitizing Machines,Heat Recovery Machine,Heat Recovery Features,Hot Water Energy Offset Claimed,Hot Water Energy Offset (kWh/rack)  ,Racks per Hour,Pot Pan Utensil Machine Wash Area (ft2),Energy Saver Mode ,Energy Saver Mode Idle Rate (kW),Date Available on Market,Date Certified,Markets,CB Model Identifier
2374654,"Clark Core Services, LLC",Noble,WareForce 2,WareForce 2,",WareForce 2,Same as Conserver XL2, but made for Chemical Dealers.",,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,1.16,,,0.01,,No,,No,,78,,No,,01/30/2013,03/09/2021,United States,ES_1138870_WareForce 2_03082021144944_7830735
2374655,"Clark Core Services, LLC",Noble,WareForce 2-CML,WareForce 2-CML,",WareForce 2-CML,CML models are designed to fit into corners and have the doors moved to accommodate installation.",,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,1.16,,,0.01,,No,,No,,78,,No,,01/30/2013,03/09/2021,United States,ES_1138870_WareForce 2-CML_03082021144944_9521273
2374656,"Clark Core Services, LLC",Noble,WareForce 2-CMR,WareForce 2-CMR,",WareForce 2-CMR,CMR models are designed to fit into corners and have the doors moved to accommodate installation.",,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,1.16,,,0.01,,No,,No,,78,,No,,01/30/2013,03/09/2021,United States,ES_1138870_WareForce 2-CMR_03082021144944_8200922
2375554,"Clark Core Services, LLC",Noble,WareForce 1-E,WareForce 1-E,",WareForce 1-E,Identical to Conserver XL-E except for model name and markings.",,Stationary Single Tank Door,Chemical Sanitizing (Low Temp) Machine,0,,No,0,1.02,,,0.01,,No,,No,,39,,No,,10/04/2017,03/30/2021,United States,ES_1138870_WareForce 1-E_03302021115026_5685389
2377837,"Clark Core Services, LLC",Noble,WareForce 1-E-LTH,WareForce 1-E-LTH,,,Stationary Single Tank Door,Chemical Sanitizing (Low Temp) Machine,0.14,,No,,1.03,,,0.15,,No,,No,,37,,No,,10/04/2017,05/13/2021,United States,ES_1138870_WareForce 1-E-LTH_04282021145006_5584054
2378707,"Clark Core Services, LLC",Noble,WareForce DG,WareForce DG,",WareForce DG,Same as Delta 5. Offered only to Chemical Dealers. Has different decals.",,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0.07,,,,1.15,,,0.01,,No,,No,,29,,No,,01/30/2013,06/02/2021,United States,ES_1138870_WareForce DG_06022021115345_6575089
2378708,"Clark Core Services, LLC",Noble,WareForce DG-E,WareForce DG-E,",WareForce DG-E,Same as Delta 5. Offered only to Chemical Dealers. Has different decals.",,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0.07,,,,1.15,,,0.01,,No,,No,,29,,No,,01/30/2013,06/02/2021,United States,ES_1138870_WareForce DG-E_06022021115345_4555911
2382866,"Clark Core Services, LLC",Noble,WareForce HT180HH-E,WareForce HT180HH-E,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.49,No,0.13,0.72,,,,0.32,No,,No,,52,,No,,07/28/2017,08/04/2021,United States,ES_1138870_WareForce HT180HH-E_08022021171623_6304721
2383428,"Clark Core Services, LLC",Noble,WareForce UL30,WareForce UL30,,,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0.1,,No,,1.15,,,0.08,,No,,No,,24,,No,,12/29/2016,08/13/2021,United States,ES_1138870_WareForce UL30_08032021102824_5825769
2384926,"Clark Core Services, LLC",Noble,WareForce HT180HH-E,WareForce HT180HH-E,,,Stationary Single Tank Door - PPU,Hot Water Sanitizing (High Temp) Machine,,0.49,No,0.13,,,,,0.32,No,,No,,52,2.71,No,,07/28/2017,10/05/2021,United States,ES_1138870_WareForce HT180HH-E_08032021125052_9355868
2385030,"Clark Core Services, LLC",Wareforce,WAREFORCE UH30-E,WAREFORCE UH30-E,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.24,No,0.16,0.59,,,,0.3,No,,No,,27,,Yes,0.24,08/16/2021,09/20/2021,"United States, Canada",ES_1138870_WAREFORCE UH30-E_09302021104948_3830377
3417527,"Clark Core Services, LLC",Noble,495HTGW22,495HTGW22,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.25,,0.07,0.65,,,,0.12,No,,No,,17,,No,,04/22/2022,04/22/2022,"United States, Canada",ES_1138870_495HTGW22_02202024114804_6146203
3417532,"Clark Core Services, LLC",Mainstreet,541HTUC30,541HTUC30,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.29,,0.09,0.52,,,,0.23,No,,No,,24,,No,,08/03/2022,08/03/2022,"United States, Canada",ES_1138870_541HTUC30_02202024115745_7994958
3554901,"Clark Core Services, LLC",Noble,WareForce UH30-E-SEER,WareForce UH30-E-SEER,",WF-UH-SEER-ADA,; ,WareForce DG-HT-E-SEER,",,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,,,0.16,0.6,,,,0.17,Yes,Exhaust Heat Exchanger,No,0.13,20,,Yes,0.25,08/16/2021,11/23/2021,"United States, Canada",ES_1138870_WareForce UH30-E-SEERWareForce DG-HT-E-SEERWF-UH-SEER-ADA_07172024103052_2965356
3555144,"Clark Core Services, LLC",Wareforce,WareForce HT-180-VER,WareForce HT-180-VER,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.16,0.86,,,,0.17,Yes,Exhaust Heat Exchanger,Yes,0.19,39,,No,,09/16/2020,04/30/2021,United States,ES_1138870_WareForce HT-180-VER_07192024135009_5783655
3555145,"Clark Core Services, LLC",Wareforce,WareForce HT-180-FL-VER,WareForce HT-180-FL-VER,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.16,0.86,,,,0.17,Yes,Exhaust Heat Exchanger,Yes,0.19,39,,No,,09/16/2020,04/30/2021,United States,ES_1138870_WareForce HT-180-FL-VER_07192024135009_2936213
3555160,"Clark Core Services, LLC",Noble,WareForce HT-180HH/NB-E,WareForce HT-180HH/NB-E,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.49,No,0.13,0.72,,,,0.32,No,,No,,52,,No,,07/28/2017,08/04/2021,United States,ES_1138870_WareForce HT-180HH/NB-E_07192024141921_7963830
3555214,"Clark Core Services, LLC",Noble,WareForce HT-180HH/NB-E,WareForce HT-180HH/NB-E,,,Stationary Single Tank Door - PPU,Hot Water Sanitizing (High Temp) Machine,,0.49,No,0.13,,,,,0.32,No,,No,,52,2.71,No,,07/28/2017,10/05/2021,United States,ES_1138870_WareForce HT-180HH/NB-E_07192024152918_6676599
3555259,"Clark Core Services, LLC",Wareforce,WareForce HT-180HH-E-VER,WareForce HT-180HH-E-VER,,,Stationary Single Tank Door - PPU,Hot Water Sanitizing (High Temp) Machine,,0.49,,0.15,,,,,0.27,Yes,Exhaust Heat Exchanger,Yes,0.17,36,2.71,No,,07/28/2017,08/27/2021,United States,ES_1138870_WareForce HT-180HH-E-VER_07192024162910_235101
3555268,"Clark Core Services, LLC",Wareforce,WareForce HT-180HH-E-VER,WareForce HT-180HH-E-VER,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.49,,0.15,0.78,,,,0.28,Yes,Exhaust Heat Exchanger,No,0.17,36,,No,,07/28/2017,08/27/2021,United States,ES_1138870_WareForce HT-180HH-E-VER_07192024160230_3358270
3555543,"Clark Core Services, LLC",Noble,WareForce 1-E-FL,WareForce 1-E-FL,,,Stationary Single Tank Door,Chemical Sanitizing (Low Temp) Machine,0,,No,0,1.02,,,0.01,,No,,No,,39,,No,,10/04/2017,03/30/2021,United States,ES_1138870_WareForce 1-E-FL_07222024151419_2245141
3557118,"Clark Core Services, LLC",Noble,WareForce HT-180/NB,WareForce HT-180/NB,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.25,0.88,,,,0.32,No,,No,,61,,No,,09/16/2020,03/03/2021,United States,ES_1138870_WareForce HT-180/NB_05052021152036_745657
3557119,"Clark Core Services, LLC",Noble,WareForce HT-180-FL,WareForce HT-180-FL,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.25,0.88,,,,0.32,No,,No,,61,,No,,09/16/2020,03/03/2021,United States,ES_1138870_WareForce HT-180-FL_07192024112526_8752252
3706634,"Clark Core Services, LLC",Mainstreet,541HTDT401,541HTDT401,",541HTDT403,",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.44,,,0.68,,,,0.31,No,,No,,,,No,,08/28/2024,10/14/2024,"United States, Canada",ES_1138870_541HTDT401_09132024112534_7815515
3706643,"Clark Core Services, LLC",Noble,495NODTVL1,495NODTVL1,",495NODTVL3,",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.36,,,0.66,,,,0.27,No,,No,,,,No,,08/28/2024,10/02/2024,"United States, Canada",ES_1138870_495NODTVL1_09132024124821_7380335
2383552,CMA Dishmachines,CMA Dishmachines,UC65e,UC65e,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.25,No,0.25,0.84,,,,0.27,No,,No,,24,,Yes,0.25,02/01/2013,04/15/2021,United States,ES_1055205_UC65e_08192021130203_1001386
2383707,CMA Dishmachines,Chemical Methods Associates,L-1Xe,L-1Xe,,,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,,,,,0.29,,,,0.12,No,,No,,,,No,,02/25/2020,08/25/2021,"United States, Canada",ES_1055205_L-1Xe_082520211015756_5120233
2386557,CMA Dishmachines,CMA Dishmachines,CMA-180 HTSB,CMA-180 HTSB,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.52,No,0.13,0.84,,,,0.32,No,,No,,56,,No,,05/05/2002,10/15/2021,United States,ES_1055205_CMA-180 HTSB_01272013102754_1000160
2386558,CMA Dishmachines,CMA Dishmachines,CMA-180 HTCB,CMA-180 HTCB,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.52,No,0.13,0.84,,,,0.32,No,,No,,54,,No,,05/06/2002,10/15/2021,United States,ES_1055205_CMA-180 HTCB_01272013102754_1000161
2386559,CMA Dishmachines,CMA Dishmachines,CMA-180 HTS,CMA-180 HTS,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.52,No,0.13,0.84,,,,0.32,No,,No,,56,,No,,05/07/2002,10/15/2021,United States,ES_1055205_CMA-180 HTS_01272013102754_1000162
2386560,CMA Dishmachines,CMA Dishmachines,CMA-180 HTC,CMA-180 HTC,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.52,No,0.13,0.84,,,,0.32,No,,No,,54,,No,,05/08/2002,10/15/2021,United States,ES_1055205_CMA-180 HTC_01272013102754_1000163
2388725,CMA Dishmachines,CMA Dishmachines,EST-AH-2,EST-AH-2,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,1.12,,,0.02,,No,,No,,37,,No,,06/01/2008,11/18/2021,United States,ES_1055205_EST-AH-2_11242021124024_1001620
2388726,CMA Dishmachines,CMA Dishmachines,EST-C-2,EST-C-2,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,1.12,,,0.02,,No,,No,,37,,No,,06/01/2008,11/18/2021,United States,ES_1055205_EST-C-2_11242021124216_1001646
2388727,CMA Dishmachines,CMA Dishmachines,EST-FL,EST-FL,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0.07,,,,1.08,,,0.03,,No,,No,,30,,No,,06/01/2008,11/15/2021,United States,ES_1055205_EST-FL_11242021124912_1001671
2390278,CMA Dishmachines,CMA Dishmachines,B-2,B-2,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,0.98,,,0.02,,No,,No,,37,,No,,03/06/2013,11/30/2021,United States,ES_1055205_B-2_01062022065558_1001697
2390279,CMA Dishmachines,CMA Dishmachines,CB-2,CB-2,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,0.98,,,0.02,,No,,No,,37,,No,,03/06/2013,11/30/2021,United States,ES_1055205_CB-2_01062022065558_1001698
3412746,CMA Dishmachines,CMA Dishmachines,CMA-180-VL,CMA-180-VL,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.1,No,0.15,0.82,,,,0.19,No,,Yes,0.18,33,,No,,06/01/2008,04/27/2023,United States,ES_1055205_CMA-180-VL_06152023133836_1002026
3417634,CMA Dishmachines,Chemical Methods,180UC-3,180UC-3,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.2,Yes,0.17,0.67,,,,0.35,No,,No,,,,No,,03/01/2024,02/28/2024,"United States, Canada",180UC-3
3553071,CMA Dishmachines,CMA Dishmachines,E-C-EXT-2,E-C-EXT-2,,,Stationary Single Tank Door,Chemical Sanitizing (Low Temp) Machine,0.02,,,,0.99,,,0.03,,No,,No,,39,,No,,06/01/2008,05/22/2024,United States,ES_1055205_E-C-EXT-3_07022024093055_1003400
3553072,CMA Dishmachines,CMA Dishmachines,E-3D-EXT-2,E-3D-EXT-2,,,Stationary Single Tank Door,Chemical Sanitizing (Low Temp) Machine,0.02,,,,0.99,,,0.03,,No,,No,,39,,No,,06/01/2008,05/22/2024,United States,ES_1055205_E-3D-EXT-3_07022024093055_1003401
3553073,CMA Dishmachines,CMA Dishmachines,E-AH-EXT-2,E-AH-EXT-2,,,Stationary Single Tank Door,Chemical Sanitizing (Low Temp) Machine,0.02,,,,0.99,,,0.03,,No,,No,,39,,No,,06/01/2008,05/22/2024,United States,ES_1055205_E-AH-EXT-3_07022024093055_1003399
3721971,CMA Dishmachines,Chemical Methods,EST-EXT,EST-EXT,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,,,,,1.1,,,0.03,,No,,No,,,,No,,11/01/2024,10/28/2024,"United States, Canada",ES_1055205_EST-EXT_10282024204568_4180617
2382698,Ecolab,Ecolab,E-ULT,E-ULT,,,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0.17,,,,1.01,,,0.1,,No,,No,,26,,No,,07/01/2020,07/28/2021,United States,ES_1027477_E-ULT_07272021115849_9827844
2383561,Ecolab,Ecolab,Apex TSC Double,Apex TSC Double,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,1.12,,,0.01,,No,,No,,62,,No,,01/30/2013,05/07/2021,United States,ES_1027477_Apex TSC Double_08192021130203_1001394
2383566,Ecolab,Ecolab,ES-4000,ES-4000,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,1.12,,,0.01,,No,,No,,62,,No,,01/30/2013,05/07/2021,United States,ES_1027477_ES-4000_08192021130203_1001395
2383567,Ecolab,ProGuard,PA-2,PA-2,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,1.12,,,0.01,,No,,No,,62,,No,,01/30/2013,05/07/2021,United States,ES_1027477_PA-2_08192021130203_1001396
2383584,Ecolab,Ecolab,E-HT,E-HT,,,Stationary Single Tank Door,Dual Sanitizing Machine,0.07,0.32,No,0.11,0.48,,,0.11,0.24,No,,No,,53,,No,,07/25/2017,07/27/2021,United States,ES_1027477_E-HT_08192021130203_1001413
2386070,Ecolab,Ecolab,XL-HT,XL-HT,,,Stationary Single Tank Door,Dual Sanitizing Machine,0.17,0.44,,0.44,0.71,,,0.14,0.25,No,,No,,55,,No,,10/01/2013,10/01/2021,United States,ES_1027477_XL-HT_10012013105605_1000051
2386933,Ecolab,Ecolab,OMEGA 5E,OMEGA 5E,,,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0.12,,,,1.16,,,0.01,,No,,No,,30,,No,,01/31/2013,10/29/2021,United States,ES_1027477_OMEGA 5E_10282021152818_6494714
2390276,Ecolab,Ecolab,E-HT-V,E-HT-V,,,Stationary Single Tank Door,Dual Sanitizing Machine,0.21,0.41,,0.3,0.48,,,0.14,0.22,Yes,Exhaust Heat Exchanger,Yes,0.11,45,,No,,07/25/2017,12/29/2021,United States,ES_1027477_E-HT-V_01062022085843_1001754
2383572,American Dish Service,ADS,AF-ES,AF-ES,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,0.95,,,0.02,,No,,No,,37,,No,,01/01/2013,06/16/2021,United States,ES_1027466_AF-ES_08192021130203_1001401
2383573,American Dish Service,ADS,AFC-ES,AFC-ES,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,0.95,,,0.02,,No,,No,,37,,No,,01/01/2013,06/16/2021,United States,ES_1027466_AFC-ES_08192021130203_1001402
2386072,American Dish Service,ADS,AWS,AWS,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,0.98,,,0.02,,No,,No,,30,,No,,11/25/2019,10/01/2021,United States,ES_1027466_AWS_11272019092228_1000981
2390277,American Dish Service,ADS,5AGES,5AGES,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,0.9,,,0.02,,No,,No,,37,,No,,11/24/2010,12/29/2021,United States,ES_1027466_5AGES_01062022090717_1001783
3998246,American Dish Service,Champion,DH3000,DH3000,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.43,No,0.09,0.77,,,,0.22,No,,No,,53,,No,,02/01/2025,02/05/2025,United States,ES_1027466_DH3000_02112025091104_1002436
3998521,American Dish Service,Moyer Diebel,Nexus DHT,Nexus DHT,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.43,No,0.09,0.77,,,,0.22,No,,No,,53,,No,,02/01/2025,02/05/2025,United States,ES_1027468_Nexus DHT_02112025091104_1002438
2383557,Auto-Chlor System,Auto-Chlor,A4,A4,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,1.04,,,0.02,,No,,No,,37,,No,,07/01/2003,06/23/2021,United States,ES_1027472_A4_08192021130203_1001390
2383558,Auto-Chlor System,Auto-Chlor,A5,A5,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,1.04,,,0.02,,No,,No,,37,,No,,07/01/2003,06/23/2021,United States,ES_1027472_A5_08192021130203_1001391
2383559,Auto-Chlor System,Auto-Chlor,A4V,A4V,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,1.04,,,0.02,,No,,No,,37,,No,,07/01/2003,06/23/2021,United States,ES_1027472_A4V_08192021130203_1001392
2383560,Auto-Chlor System,Auto-Chlor,A5V,A5V,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,1.04,,,0.02,,No,,No,,37,,No,,07/01/2003,06/23/2021,United States,ES_1027472_A5V_08192021130203_1001393
2383574,Auto-Chlor System,Auto-Chlor,U34B,U34B,,,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0,,No,0.07,1.04,,,0.03,,No,,No,,30,,No,,03/19/2012,07/08/2021,United States,ES_1027472_U34B_08192021130203_1001403
2383575,Auto-Chlor System,Auto-Chlor,ACB,ACB,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0.13,,No,0.14,1.03,,,0.03,,No,,No,,30,,Yes,0.13,03/19/2012,07/01/2021,United States,ES_1027472_ACB_08192021130203_1001404
2383585,Auto-Chlor System,Auto-Chlor,U34,U34,,,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0,,,,1.01,,,0.02,,No,,No,,30,,No,,03/19/2012,04/28/2021,United States,ES_1027472_U34_08192021130203_1001387
2383586,Auto-Chlor System,Auto-Chlor,U34PT-10,U34PT-10,,,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0,,,,1.01,,,0.02,,No,,No,,30,,No,,03/19/2012,04/28/2021,United States,ES_1027472_U34PT-10_08192021130203_1001388
2383587,Auto-Chlor System,Auto-Chlor,AC,AC,,,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0,,,,1.04,,,0.02,,No,,No,,30,,No,,03/19/2012,04/28/2021,United States,ES_1027472_AC_08192021130203_1001389
2384818,Auto-Chlor System,Auto-Chlor,D2,D2,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,0.97,,,0.01,,No,,No,,75,,No,,02/27/2013,09/02/2021,United States,ES_1027472_D2_03192013101720_1000370
2384819,Auto-Chlor System,Auto-Chlor,D2CR,D2CR,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,0.97,,,0.01,,No,,No,,74,,No,,02/27/2013,09/02/2021,United States,ES_1027472_D2CR_03192013101720_1000371
2384820,Auto-Chlor System,Auto-Chlor,D2CL,D2CL,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,0.97,,,0.01,,No,,No,,74,,No,,02/27/2013,09/02/2021,United States,ES_1027472_D2CL_03192013101720_1000372
2384821,Auto-Chlor System,Auto-Chlor,D2V,D2V,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,0.97,,,0.01,,No,,No,,75,,No,,02/27/2013,09/02/2021,United States,ES_1027472_D2V_03192013101720_1000373
2384822,Auto-Chlor System,Auto-Chlor,D2CRV,D2CRV,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,0.97,,,0.01,,No,,No,,74,,No,,02/27/2013,09/02/2021,United States,ES_1027472_D2CRV_03192013101720_1000374
2384823,Auto-Chlor System,Auto-Chlor,D2CLV,D2CLV,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,0.97,,,0.01,,No,,No,,74,,No,,02/27/2013,09/02/2021,United States,ES_1027472_D2CLV_03192013101720_1000375
2403970,Auto-Chlor System,Auto-Chlor,A6,A6,,,Stationary Single Tank Door,Dual Sanitizing Machine,0.23,0.42,No,0.17,0.73,,,0.1,0.24,No,,No,,69,,Yes,0.42,02/27/2013,09/15/2022,United States,ES_1027472_A6_10212022112155_1001947
2403971,Auto-Chlor System,Auto-Chlor,A6V,A6V,,,Stationary Single Tank Door,Dual Sanitizing Machine,0.23,0.42,No,0.17,0.73,,,0.1,0.24,No,,No,,69,,Yes,0.42,02/27/2013,09/15/2022,United States,ES_1027472_A6V_10212022112155_1001948
3549890,Auto-Chlor System,Auto-Chlor,44L1,44L1,,,Multiple Tank Rack Conveyor,Dual Sanitizing Machine,0.44,0.95,,0.06,0.37,,,0.1,0.31,No,,No,,233,,No,,01/01/2017,06/11/2024,United States,ES_1027472_44L1_06262024111524_1003341
3549891,Auto-Chlor System,Auto-Chlor,44L3,44L3,,,Multiple Tank Rack Conveyor,Dual Sanitizing Machine,0.44,0.95,,0.06,0.37,,,0.1,0.31,No,,No,,233,,No,,01/01/2017,06/11/2024,United States,ES_1027472_44L3_06262024111524_1003342
3549892,Auto-Chlor System,Auto-Chlor,44R1,44R1,,,Multiple Tank Rack Conveyor,Dual Sanitizing Machine,0.44,0.95,,0.06,0.37,,,0.1,0.31,No,,No,,233,,No,,01/01/2017,06/11/2024,United States,ES_1027472_44R1_06262024111524_1003343
3549893,Auto-Chlor System,Auto-Chlor,44R3,44R3,,,Multiple Tank Rack Conveyor,Dual Sanitizing Machine,0.44,0.95,,0.06,0.37,,,0.1,0.31,No,,No,,233,,No,,01/01/2017,06/11/2024,United States,ES_1027472_44R3_06262024111524_1003344
2383569,Champion Industries,Champion,44PRO HRU,44PRO HRU,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.14,No,0.18,0.46,,,,0.2,Yes,Exhaust Heat Exchanger,Yes,0.21,208,,No,,01/01/2017,06/11/2021,United States,ES_1027465_44PRO HRU_08192021130203_1001398
2383570,Champion Industries,Champion,66PRO HRU,66PRO HRU,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.14,No,0.18,0.46,,,,0.2,Yes,Exhaust Heat Exchanger,Yes,0.21,208,,No,,01/01/2017,06/11/2021,United States,ES_1027465_66PRO HRU_08192021130203_1001399
2383571,Champion Industries,Champion,70PRO-FF HRU,70PRO-FF HRU,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.14,No,0.18,0.46,,,,0.2,Yes,Exhaust Heat Exchanger,Yes,0.21,208,,No,,01/01/2017,06/11/2021,United States,ES_1027465_70PRO-FF HRU_08192021130203_1001400
2383576,Champion Industries,Champion,44PRO STD,44PRO STD,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,0.85,No,0.1,0.47,,,,0.22,No,,No,,208,,No,,01/01/2017,07/09/2021,United States,ES_1027465_44PRO STD_08192021130203_1001405
2383577,Champion Industries,Champion,66PRO STD,66PRO STD,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,0.85,No,0.1,0.47,,,,0.22,No,,No,,208,,No,,01/01/2017,07/09/2021,United States,ES_1027465_66PRO STD_08192021130203_1001406
2383578,Champion Industries,Champion,70PRO-FF STD,70PRO-FF STD,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,0.85,No,0.1,0.47,,,,0.22,No,,No,,208,,No,,01/01/2017,07/09/2021,United States,ES_1027465_70PRO-FF STD_08192021130203_1001407
2383580,Champion Industries,Champion,44PRO VHR,44PRO VHR,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.07,No,0.25,0.46,,,,0.22,Yes,Supplemental Heat Pump,Yes,0.23,208,,No,,01/01/2017,08/06/2021,United States,ES_1027465_44PRO VHR_08192021130203_1001409
2383581,Champion Industries,Champion,66PRO VHR,66PRO VHR,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.07,No,0.25,0.46,,,,0.22,Yes,Supplemental Heat Pump,Yes,0.23,208,,No,,01/01/2017,08/06/2021,United States,ES_1027465_66PRO VHR_08192021130203_1001410
2383582,Champion Industries,Champion,70PRO-FF VHR,70PRO-FF VHR,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.07,No,0.25,0.46,,,,0.22,Yes,Supplemental Heat Pump,Yes,0.23,208,,No,,01/01/2017,08/06/2021,United States,ES_1027465_70PRO-FF VHR_08192021130203_1001411
2384814,Champion Industries,Champion,UH230B,UH230B,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.25,No,0.13,0.76,,,,0.21,No,,No,,30,,Yes,0.25,01/01/2008,08/13/2021,United States,ES_1027465_UH230B_09292020120347_1001146
2384817,Champion Industries,Champion,UH130B MAX,UH130B MAX,,,Stationary Single Tank Door - Dump and Fill,Hot Water Sanitizing (High Temp) Machine,,0.16,No,0.16,0.86,,,,0.18,No,,No,,10,,Yes,0.16,11/15/2020,08/20/2021,United States,ES_1027465_UH130B MAX_03172021115300_1001253
