ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Type,Sanitation Method,Idle Energy Rate for Low Temp and Dual Sanitizing Machines (kW),Idle Energy Rate for High Temp and Dual Sanitizing Machines (kW),Inseparable Booster Heater,Booster Heater Idle Energy Rate for High Temp and Dual Sanitizing Machines) (kW)   ,Water Consumption (gallons/rack),Water Consumption (gallons/hr),Water Consumption (gallons/sq. ft.),Washing Energy Consumption (kWh/rack) for Low Temp and Dual Sanitizing Machines,Washing Energy Consumption (kWh/rack) for High Temp and Dual Sanitizing Machines,Heat Recovery Machine,Heat Recovery Features,Hot Water Energy Offset Claimed,Hot Water Energy Offset (kWh/rack)  ,Racks per Hour,Pot Pan Utensil Machine Wash Area (ft2),Energy Saver Mode ,Energy Saver Mode Idle Rate (kW),Date Available on Market,Date Certified,Markets,CB Model Identifier
2398053,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,AM16 Series,AM16VLBASX,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.31,,0.13,0.67,,,,0.2,Yes,Exhaust Heat Exchanger,Yes,0.15,,,No,,06/01/2022,06/29/2022,"United States, Canada",ES_1017903_AM16VLBASX_062920221350971_1288241
2398054,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,AM16 Series,AM16VLTBASX,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.31,,0.13,0.67,,,,0.2,Yes,Exhaust Heat Exchanger,Yes,0.15,,,No,,06/01/2022,06/29/2022,"United States, Canada",ES_1017903_AM16VLTBASX_06292022135151_5283821
2398383,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,PW10SeR,PW10SeR,,,Stationary Single Tank Door - PPU,Hot Water Sanitizing (High Temp) Machine,,0.55,,0.25,,,,,0.66,Yes,Wash Compartment Heat Exchanger,Yes,0.33,,,Yes,0.46,04/01/2022,06/06/2022,"United States, Canada",ES_1017903_PW10SeR_062820221538390_7290468
2470820,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,AM16VLTSCB,AM16VLTSCB,,,Stationary Single Tank Door,Chemical Sanitizing (Low Temp) Machine,0.19,,,0.06,0.66,,,0.13,,Yes,Exhaust Heat Exchanger,No,0.00,,,No,,05/01/2023,04/25/2023,"United States, Canada",ES_1017903_AM16VLTSCB_042520231744877_5442387
2470821,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,AM16TCB,AM16TSCB,,,Stationary Single Tank Door,Chemical Sanitizing (Low Temp) Machine,0.19,,,0.06,0.66,,,0.13,,No,,No,0.00,,,No,,05/01/2023,04/25/2023,"United States, Canada",ES_1017903_AM16TSCB_042520231743498_6598716
2631797,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,LXGnPR,LXGnPR,,,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0.07,,Yes,,1.14,,,0.07,,No,,No,,29,,Yes,0.08,10/01/2023,08/03/2023,"United States, Canada",ES_1017903_LXGnPR_080320231657726_1687175
2631798,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,LXGnR,LXGnR,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.23,Yes,0.1,0.62,,,,0.18,Yes,Exhaust Heat Exchanger,Yes,0.13,24,,Yes,0.16,10/01/2023,08/03/2023,"United States, Canada",ES_1017903_LXGnR_080320231658521_4904410
2631799,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,LXnC,LXnC,,,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0.14,,No,,0.62,,,0.09,,No,,No,,27,,No,,10/01/2023,08/03/2023,"United States, Canada",ES_1017903_LXnC_080320231702886_4798378
2631800,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,LXnH,LXnH,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.19,No,0.09,0.62,,,,0.28,No,,No,,26,,No,,10/01/2023,08/03/2023,"United States, Canada",ES_1017903_LXnH_080320231703877_2695104
2631801,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,LXnR,LXnR,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.21,Yes,0.09,0.62,,,,0.02,Yes,Exhaust Heat Exchanger,Yes,0.13,20,,Yes,0.07,10/01/2023,08/03/2023,"United States, Canada",ES_1017903_LXnR_080320231703648_1811358
3423394,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,EDH,EDH,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.42,,,0.85,,,,0.29,No,,No,,,,No,,02/01/2023,03/27/2024,"United States, Canada",ES_1017903_EDH_032720241813286_2008493
3423395,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,EDL,EDL,,,Stationary Single Tank Door,Chemical Sanitizing (Low Temp) Machine,0.24,,,,0.89,,,0.12,,No,,No,,,,No,,02/01/2023,03/27/2024,"United States, Canada",ES_1017903_EDL_03272024181236_1889243
3423396,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,EUH,EUH,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.13,,,0.86,,,,0.26,No,,No,,,,No,,02/01/2023,03/27/2024,"United States, Canada",ES_1017903_EUH_032720241811380_4255033
3423397,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,EUL,EUL,,,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0.06,,,,0.88,,,0.11,,No,,No,,,,No,,02/01/2023,03/27/2024,"United States, Canada",ES_1017903_EUL_032720241813169_4833205
3425467,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CUH,CUH,",FT1000eER,May or may not be provided with blower dryer; FT1000e,FT1000e,May or may not be provided with blower dryer",,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.41,,,0.85,,,,,No,,No,,,,No,,04/02/2024,04/02/2024,"United States, Canada",ES_1017903_CUH_04252019192130_0090630
3425468,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CUL,CUL,,,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0.28,,,,,,,,,No,,No,,,,No,,04/02/2024,04/02/2024,"United States, Canada",ES_1017903_CUL_04282020194549_3149952
3425475,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,AM16SVL,AM16SVL,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.31,,0.13,0.67,,,,0.2,Yes,"Drain Water Heat Exchanger,Exhaust Heat Exchanger",Yes,0.15,,,No,,04/01/2024,03/27/2024,"United States, Canada",ES_1017903_AM16SVL_040320241558202_3121956
3477595,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,PWVSeR,PWVSeR,,,Stationary Single Tank Door - PPU,Hot Water Sanitizing (High Temp) Machine,,0.55,,0.23,,,,,0.66,Yes,Exhaust Heat Exchanger,Yes,0.33,,4.4,Yes,0.46,05/01/2024,04/24/2024,"United States, Canada",ES_1017903_PWVSeR_042420241749759_4316260
3477668,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL66-BAS,CL66-BAS,,,Single Tank Rack Conveyor,Dual Sanitizing Machine,0.44,1.16,,0.07,0.53,,,0.12,0.35,No,,No,,,,No,,05/01/2024,05/06/2024,"United States, Canada",ES_1017903_CL66-BAS_050620241703665_6357777
3477669,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL66C-DWR,CL66C-DWR,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.16,,0.07,0.53,,,,0.25,Yes,Drain Water Heat Exchanger,Yes,0.11,,,No,,05/01/2024,05/06/2024,"United States, Canada",ES_1017903_CL66C-DWR_050620241720761_2983424
3477670,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL44-DWR,CL44-DWR,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.16,,0.07,0.53,,,,0.25,Yes,Drain Water Heat Exchanger,Yes,0.10,,,No,,05/01/2024,05/06/2024,"United States, Canada",ES_1017903_CL44-DWR_050620241722326_7143427
3477671,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL66C-BAS,CL66C-BAS,,,Single Tank Rack Conveyor,Dual Sanitizing Machine,0.44,1.16,,0.07,0.53,,,0.12,0.35,No,,No,,,,No,,05/01/2024,05/06/2024,"United States, Canada",ES_1017903_CL66C-BAS_050620241722883_7880093
3477672,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL66-ADV,CL66-ADV,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.16,,0.07,0.53,,,,0.25,Yes,Drain Water Heat Exchanger,Yes,0.11,,,No,,05/01/2024,05/06/2024,"United States, Canada",ES_1017903_CL66-ADV_050620241721398_4670430
3477673,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL44-BAS,CL44-BAS,,,Single Tank Rack Conveyor,Dual Sanitizing Machine,0.44,1.16,,0.07,0.53,,,0.12,0.35,No,,No,,,,No,,05/01/2024,05/06/2024,"United States, Canada",ES_1017903_CL44-BAS_050620241721578_7371076
3477674,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL66-DWR,CL66-DWR,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.16,,0.07,0.53,,,,0.25,Yes,Drain Water Heat Exchanger,Yes,0.11,,,No,,05/01/2024,05/06/2024,"United States, Canada",ES_1017903_CL66-DWR_05062024170262_5378809
3477675,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL44-ADV,CL44-ADV,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.16,,0.07,0.53,,,,0.25,Yes,Drain Water Heat Exchanger,Yes,0.10,,,No,,05/01/2024,05/06/2024,"United States, Canada",ES_1017903_CL44-ADV_050620241722324_6783879
3477676,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL76C-DWR,CL76C-DWR,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.17,,0.23,0.58,,,,0.31,Yes,Drain Water Heat Exchanger,Yes,0.12,,,No,,05/01/2024,05/06/2024,"United States, Canada",ES_1017903_CL76C-DWR_050620241723562_9520796
3477677,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL76-ADV,CL76-ADV,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.17,,0.23,0.58,,,,0.31,Yes,Drain Water Heat Exchanger,Yes,0.12,,,No,,05/01/2024,05/06/2024,"United States, Canada",ES_1017903_CL76-ADV_050620241702126_8615497
3477678,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL54-DWR,CL54-DWR,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.17,,0.23,0.58,,,,0.31,Yes,Drain Water Heat Exchanger,Yes,0.12,,,No,,05/01/2024,05/06/2024,"United States, Canada",ES_1017903_CL54-DWR_050620241720209_3512448
3477679,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL54-ADV,CL54-ADV,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.17,,0.23,0.58,,,,0.31,Yes,,Yes,0.12,,,No,,05/01/2024,05/06/2024,"United States, Canada",ES_1017903_CL54-ADV_050620241704929_9819027
3477680,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL76-DWR,CL76-DWR,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.17,,0.23,0.58,,,,0.31,Yes,,Yes,0.12,,,No,,05/01/2024,05/06/2024,"United States, Canada",ES_1017903_CL76-DWR_050620241709607_1696494
3477681,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL76-BAS,CL76-BAS,,,Single Tank Rack Conveyor,Dual Sanitizing Machine,0.64,1.17,,0.23,0.58,,,0.13,0.35,No,,No,,,,No,,05/01/2024,05/06/2024,"United States, Canada",ES_1017903_CL76-BAS_05062024172230_9222287
3477682,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL76C-BAS,CL76C-BAS,,,Single Tank Rack Conveyor,Dual Sanitizing Machine,0.64,1.17,,0.23,0.58,,,0.13,0.35,No,,No,,,,No,,05/01/2024,05/06/2024,"United States, Canada",ES_1017903_CL76C-BAS_050620241723738_2470868
3477683,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL54-BAS,CL54-BAS,,,Single Tank Rack Conveyor,Dual Sanitizing Machine,0.64,1.17,,0.23,0.58,,,0.13,0.35,No,,No,,,,No,,05/01/2024,05/06/2024,"United States, Canada",ES_1017903_CL54-BAS_050620241721642_6455616
3543550,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL64-ADV,CL64-ADV,,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.79,No,0.1,0.36,,,,0.27,Yes,Drain Water Heat Exchanger,Yes,0.07,,,No,,06/21/2024,06/11/2024,"United States, Canada",ES_1017903_CL64-ADV_061820241849325_7606778
3543551,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL86-ADV,CL86-ADV,,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.79,No,0.1,0.36,,,,0.27,Yes,Drain Water Heat Exchanger,Yes,0.07,,,No,,06/21/2024,06/11/2024,"United States, Canada",ES_1017903_CL86-ADV_061820241850626_4020301
3543552,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL86C-DWR,CL86C-DWR,,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.79,No,0.1,0.36,,,,0.27,Yes,Drain Water Heat Exchanger,Yes,0.07,,,No,,06/21/2024,06/11/2024,"United States, Canada",ES_1017903_CL86C-DWR_061820241851257_9732380
3543553,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL64-DWR,CL64-DWR,,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.79,No,0.1,0.36,,,,0.27,Yes,Drain Water Heat Exchanger,Yes,0.07,,,No,,06/21/2024,06/11/2024,"United States, Canada",ES_1017903_CL64-DWR_061820241851872_9540851
3543554,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL86-DWR,CL86-DWR,,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.79,No,0.1,0.36,,,,0.27,Yes,Drain Water Heat Exchanger,Yes,0.07,,,No,,06/21/2024,06/11/2024,"United States, Canada",ES_1017903_CL86-DWR_061820241850181_8039265
3543555,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL44VL,CL44VL,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.15,No,0.2,0.53,,,,0.11,Yes,Supplemental Heat Pump,Yes,0.10,,,No,,07/12/2024,06/11/2024,"United States, Canada",ES_1017903_CL44VL_061820241849505_7207075
3543556,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL66VL,CL66VL,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.15,No,0.2,0.53,,,,0.11,Yes,Supplemental Heat Pump,Yes,0.10,,,No,,07/12/2024,06/11/2024,"United States, Canada",ES_1017903_CL66VL_061820241849980_4398270
3543557,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL86C-BAS,CL86C-BAS,,,Multiple Tank Rack Conveyor,Dual Sanitizing Machine,0.89,1.79,No,0.1,0.36,,,0.18,0.34,No,,No,,,,No,,06/21/2024,06/11/2024,"United States, Canada",ES_1017903_CL86C-BAS_061820241850335_3293249
3543558,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL64-BAS,CL64-BAS,,,Multiple Tank Rack Conveyor,Dual Sanitizing Machine,0.89,1.79,No,0.1,0.36,,,0.18,0.34,No,,No,,,,No,,06/21/2024,06/11/2024,"United States, Canada",ES_1017903_CL64-BAS_061820241850767_2457929
3543559,Hobart Corporation (A division of ITW Food Equipment Group),Hobart,CL86-BAS,CL86-BAS,,,Multiple Tank Rack Conveyor,Dual Sanitizing Machine,0.89,1.79,No,0.1,0.36,,,0.18,0.34,No,,No,,,,No,,06/21/2024,06/11/2024,"United States, Canada",ES_1017903_CL86-BAS_061820241850589_8346789
2383785,Insinger Machine Company,Insinger Machine Company,CDT1,CDT1,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.28,,,0.75,,,,0.32,No,,No,,24,,No,,05/26/2021,08/27/2021,"United States, Canada",ES_1027478_CDT1_08272021100051_1159937
2386066,Insinger Machine Company,Insinger,Admiral 44-4,Admiral 44-4,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,0.5,No,1.07,0.64,,,,0.34,No,,No,,,,Yes,0.5,08/01/2021,09/21/2021,United States,ES_1027478_Admiral 44-4_10122021101552_1001446
2386067,Insinger Machine Company,Insinger,Admiral 66-4,Admiral 66-4,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,0.91,No,1.85,0.64,,,,0.35,No,,No,,,,No,,08/01/2021,06/16/2022,United States,ES_1027478_Admiral 66-4_10122021101552_1001447
2398184,"Jackson WWS, Inc.",Jackson,Tempstar FL,Tempstar FL,",Tempstar FL,Identical to Tempstar but is equipped with a ""drop down"" front door like on an undercounter unit.",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.25,0.88,,,,0.32,No,,No,,61,,No,,01/30/2013,03/03/2021,United States,ES_1027479_Tempstar FL_07052022084902_2862512
2398185,"Jackson WWS, Inc.",Jackson,Tempstar FL-N,Tempstar FL-N,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.25,0.88,,,,0.32,No,,No,,61,,No,,01/30/2013,03/03/2021,United States,ES_1027479_Tempstar FL-N_07052022084902_9513056
2398187,"Jackson WWS, Inc.",Jackson,Tempstar FL-VER,Tempstar FL-VER,",Tempstar FL-VER,Identical to Tempstar-VER, but is equipped with a ""drop down"" front door as normally seen on an undercounter unit.",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.16,0.86,,,,0.17,Yes,Exhaust Heat Exchanger,Yes,0.19,39,,No,,01/30/2013,04/30/2021,United States,ES_1027479_Tempstar FL-VER_07052022090502_3441736
2839030,"Jackson WWS, Inc.","Jackson WWS, Inc.",RackStar 44 HH,RackStar 44 HH,",RackStar 44,",,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,,,1.09,0.37,,,,0.35,No,,No,,229,,Yes,0.69,01/24/2024,12/07/2023,United States,ES_1027479_RackStar 44 HH_12072023110759_1815759
3360907,"Jackson WWS, Inc.","Jackson WWS, Inc.",RackStar 44 HH ER,RackStar 44 HH ER,",RackStar 44 ER,",,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,,,1.18,0.37,,,,0.28,Yes,Exhaust Heat Exchanger,Yes,0.08,224,,Yes,0.67,01/24/2024,01/16/2024,United States,ES_1027479_RackStar 44 HH ER_01052024162740_1455041
3398261,"Jackson WWS, Inc.","Jackson WWS, Inc.",RackStar 66 HH,RackStar 66 HH,",RackStar 66,",,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,,,1.27,0.38,,,,0.34,No,,No,,226,,Yes,0.64,01/24/2024,02/06/2024,United States,ES_1027479_RackStar 66 HH_02022024161306_9135858
3417744,"Jackson WWS, Inc.","Jackson WWS, Inc.",RackStar 66 HH ER,RackStar 66 HH ER,",Rackstar 66 ER,",,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,,,1.31,0.38,,,,0.28,Yes,Exhaust Heat Exchanger,Yes,0.08,226,,Yes,0.68,01/24/2024,03/05/2024,United States,ES_1027479_RackStar 66 HH ER_02272024142626_382196
2399500,LAMBER SRL,Lamber,F92-ek-PS,F92-ek-PS,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.29,,0.02,0.71,,,,0.18,No,,No,,,,No,,07/01/2022,08/03/2022,"United States, Canada",ES_1027482_F92-ek-PS_080320221840620_4899739
2403304,LAMBER SRL,Lamber,F99EKDPS,F99EKDPS,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.29,,0.02,0.71,,,,0.18,No,,No,,,,No,,07/01/2022,10/19/2022,"United States, Canada",ES_1027482_F99EKDPS_101920221422848_1378845
2403305,LAMBER SRL,Lamber,F99DYDPS,F99DYDPS,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.29,,0.02,0.71,,,,0.18,No,,No,,,,No,,07/01/2022,10/19/2022,"United States, Canada",ES_1027482_F99DYDPS_101920221421651_4868824
2430225,LAMBER SRL,Lamber,L21-eK-PS,L21-eK-PS,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.49,,0.1,0.33,,,,0.28,No,,No,,,,No,,03/01/2023,03/20/2023,"United States, Canada",ES_1027482_L21-eK-PS_032020231707895_4300770
3417518,LAMBER SRL,Lamber SRL,DSP4,DSP4,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.2,,0.04,0.29,,,,0.23,No,,No,,,,No,,03/01/2024,02/19/2024,"United States, Canada",ES_1027482_DSP4_022220241849808_6380438
2398428,Meiko USA,"Meiko USA, Inc.",KA-76,KA-76,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.04,No,0,0.28,,,,0.24,No,,No,,,,No,,01/01/2015,06/24/2022,United States,ES_1027471_KA-76_07072022115809_1001876
2398429,Meiko USA,"Meiko USA, Inc.",KA-66,KA-66,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.04,No,0,0.28,,,,0.24,No,,No,,,,No,,01/01/2015,06/24/2022,United States,ES_1027471_KA-66_07072022115809_1001877
2398430,Meiko USA,"Meiko USA, Inc.",KA-54,KA-54,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.04,No,0,0.28,,,,0.24,No,,No,,,,No,,01/01/2015,06/24/2022,United States,ES_1027471_KA-54_07072022115809_1001878
2398431,Meiko USA,"Meiko USA, Inc.",KA-44,KA-44,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.04,No,0,0.28,,,,0.24,No,,No,,,,No,,01/01/2015,06/24/2022,United States,ES_1027471_KA-44_07072022115809_1001879
2403972,Meiko USA,"Meiko USA, Inc.",KA-100,KA-100,,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.66,No,0,0.24,,,,0.25,No,,No,,,,No,,01/01/2015,08/24/2022,United States,ES_1027471_KA-100_10212022112155_1001949
2403973,Meiko USA,"Meiko USA, Inc.",KA-86,KA-86,,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.81,No,0,0.2,,,,0.23,No,,No,,,,No,,01/01/2015,06/29/2022,United States,ES_1027471_KA-86_10212022112155_1001950
2403974,Meiko USA,"Meiko USA, Inc.",KA-64,KA-64,,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.81,No,0,0.2,,,,0.23,No,,No,,,,No,,01/01/2015,06/29/2022,United States,ES_1027472_KA-64_10212022112155_1001951
2683968,Meiko USA,"Meiko USA, Inc.",M004DWHT10M1-20,M004DWHT10M1-20,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.25,No,0.15,0.75,,,,0.26,No,,No,,56,,No,,04/01/2005,09/22/2023,United States,ES_1027471_DV 80.2_10122023124237_1002198
3360870,Meiko USA,"Meiko USA, Inc.",M_iClean UM+ M2,M_iClean UM+ M2,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.29,No,0.09,0.64,,,,0.19,No,,No,,28,,Yes,0.29,05/05/2014,12/05/2023,United States,ES_1027471_M_iClean UM+ M2_01092024133009_1002287
3360871,Meiko USA,"Meiko USA, Inc.",M007DWUC10M3-30,M007DWUC10M3-30,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.29,No,0.09,0.64,,,,0.19,No,,No,,28,,Yes,0.29,05/05/2014,12/05/2023,United States,ES_1027471_M007DWUC10M3-30_01122024123220_1002333
3360872,Meiko USA,"Meiko USA, Inc.",M_iClean UM M2,M_iClean UM M2,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.29,No,0.09,0.64,,,,0.19,No,,No,,28,,Yes,0.29,05/05/2014,12/05/2023,United States,ES_1027471_M_iClean UM M2_01122024123220_1002334
3360873,Meiko USA,"Meiko USA, Inc.",M007DWUC10M3-20,M007DWUC10M3-20,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.29,No,0.09,0.64,,,,0.19,No,,No,,28,,Yes,0.29,05/05/2014,12/05/2023,United States,ES_1027471_M007DWUC10M3-20_01122024123220_1002335
3360874,Meiko USA,"Meiko USA, Inc.",M007DWUC10M3-30 Heat Recovery,M007DWUC10M3-30 Heat Recovery,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.22,No,0.1,0.82,,,,0.12,Yes,Exhaust Heat Exchanger,Yes,0.18,14,,Yes,0.22,05/05/2014,12/20/2023,United States,ES_1027471_M007DWUC10M3-30 Heat Recovery_01122024123220_1002336
3360875,Meiko USA,"Meiko USA, Inc.",M007DWUC10M3-20 Heat Recovery,M007DWUC10M3-20 Heat Recovery,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.22,No,0.1,0.82,,,,0.12,Yes,Exhaust Heat Exchanger,Yes,0.18,14,,Yes,0.22,05/05/2014,12/20/2023,United States,ES_1027471_M007DWUC10M3-20 Heat Recovery_01122024123220_1002337
3417976,Meiko USA,"Meiko USA, Inc.",M004DWHT10M1-20 Heat Recovery,M004DWHT10M1-20 Heat Recovery,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.3,No,0.16,0.76,,,,0.17,Yes,Exhaust Heat Exchanger,Yes,0.17,38,,Yes,0.3,04/01/2020,12/20/2023,United States,ES_1027471_M004DWHT10M1-20 Heat Recovery_03142024092958_1002384
3442040,Meiko USA,"Meiko USA, Inc.",M002DWUC10M1-30,M002DWUC10M1-30,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.29,No,0.09,0.66,,,,0.22,No,,No,,28.8,,Yes,0.29,04/01/2005,04/05/2024,United States,ES_1027471_M002DWUC10M1-30_04182024104122_1002809
3543498,Meiko USA,"Meiko USA, Inc.",FV250.2,FV250.2,,,Stationary Single Tank Door - PPU,Hot Water Sanitizing (High Temp) Machine,,0.84,No,0.17,,,,,0.86,No,,No,,13.3,9.09,No,,04/01/2005,05/24/2024,United States,ES_1027471_FV250.2_06132024133014_1002858
3554318,Meiko USA,"Meiko USA, Inc.",M002DWUC10M1-20,M002DWUC10M1-20,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.29,No,0.09,0.66,,,,0.22,No,,No,,28.8,,Yes,0.29,04/01/2005,04/05/2024,United States,ES_1027471_M002DWUC10M1-20_07112024143217_1003457
3629377,Meiko USA,"Meiko USA, Inc.",B-M74 V6 N02 P8,B-M74 V6 N02 P8,,,Multiple Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,2.27,Yes,0.06,,55.2,,,0.36,Yes,Exhaust Heat Exchanger,No,,,,No,,05/05/2014,09/10/2024,United States,ES_1027471_B-M74 V6 N02 P8_09162024085843_1003574
3701786,Meiko USA,"Meiko USA, Inc.",M006DWFL10M1-20,M006DWFL10M1-20,,,Stationary Single Tank Door - PPU,Hot Water Sanitizing (High Temp) Machine,,0.83,No,0.2,,,,,0.84,No,,No,,17,5.96,No,,04/01/2006,10/07/2024,United States,ES_1027471_M006DWFL10M1-20_10072024123318_1003634
